data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00040	1.0	0.05882	0.02778	0.05263	0.05556	0.02128	0.02941	0.05556	0.07692	0.0625	0.05556	0.05263	0.05882	0.01538	0.05882	0.01818	0.05882	0.02381	0.01754	0.05556	0.02128	0.04545	0.05556	0.01639	0.0303	0.01538	0.01587	0.03704	0.01538	0.01408	0.0122	0.03448	0.01724	0.01493	0.05263	0.05882	0.04762	0.05882	0.04167	0.01266	0.01282	0.01449	0.03846	0.01724	0.03704	0.05556	0.05556	0.04167	0.0119	0.05	0.01351	0.06667	0.03571	0.02381
D00066	0.05882	1.0	0.03846	0.11111	0.125	0.0303	0.03846	0.05556	0.2	0.04545	0.125	0.04	0.05263	0.01333	0.04762	0.02222	0.03704	0.03333	0.02326	0.08333	0.0303	0.05	0.125	0.02222	0.04	0.01887	0.01887	0.05882	0.01887	0.01754	0.01389	0.03704	0.02174	0.01818	0.04348	0.14286	0.05263	0.14286	0.07143	0.01538	0.01563	0.01818	0.03846	0.02083	0.03226	0.16667	0.05556	0.03333	0.01429	0.05556	0.01563	0.11111	0.04545	0.03333
D00067	0.02778	0.03846	1.0	0.05	0.03226	0.02273	0.2	0.02326	0.03846	0.02439	0.04348	0.02273	0.02778	0.0119	0.02381	0.04167	0.02174	0.06667	0.02778	0.03704	0.02273	0.02564	0.04	0.03571	0.125	0.02941	0.03125	0.04167	0.02941	0.025	0.01961	0.02632	0.04348	0.02778	0.02083	0.04167	0.02632	0.04167	0.04762	0.02083	0.01961	0.02632	0.02326	0.03704	0.02778	0.04	0.02857	0.02041	0.01887	0.02564	0.02326	0.03846	0.07692	0.03704
D00075	0.05263	0.11111	0.05	1.0	0.07143	0.02857	0.05556	0.03846	0.11111	0.03846	0.25	0.04	0.04762	0.01299	0.04348	0.02326	0.03704	0.03571	0.02326	0.1	0.02857	0.05	0.1	0.02222	0.05263	0.01961	0.01961	0.04348	0.01961	0.01754	0.01429	0.03704	0.02381	0.01887	0.03226	0.2	0.05263	0.2	0.07143	0.01538	0.01563	0.01818	0.03846	0.02174	0.0303	0.16667	0.05556	0.03333	0.01429	0.05	0.01613	0.14286	0.0625	0.03846
D00088	0.05556	0.125	0.03226	0.07143	1.0	0.02778	0.03226	0.05263	0.125	0.05882	0.07692	0.03846	0.04545	0.01471	0.07143	0.02083	0.03846	0.03704	0.02273	0.11111	0.02778	0.06667	0.09091	0.02	0.03333	0.01923	0.01724	0.05	0.01852	0.01852	0.01299	0.05	0.01887	0.01667	0.04545	0.08333	0.07143	0.08333	0.05882	0.01563	0.01639	0.01852	0.05263	0.01887	0.03333	0.09091	0.07692	0.04348	0.01449	0.09091	0.01538	0.07143	0.04348	0.02703
D00094	0.02128	0.0303	0.02273	0.02857	0.02778	1.0	0.02083	0.02778	0.02703	0.02	0.02941	0.02703	0.0303	0.01176	0.02222	0.02857	0.02564	0.02	0.05882	0.02941	0.33333	0.025	0.02632	0.02703	0.02222	0.02439	0.02564	0.02564	0.02222	0.02564	0.01563	0.02128	0.02632	0.02703	0.02439	0.02857	0.02564	0.02857	0.02381	0.01887	0.02174	0.02128	0.02273	0.025	0.01818	0.03125	0.025	0.02	0.01613	0.025	0.01786	0.02703	0.02381	0.04545
D00105	0.02941	0.03846	0.2	0.05556	0.03226	0.02083	1.0	0.02326	0.03846	0.02439	0.04762	0.02381	0.02778	0.0122	0.025	0.03571	0.02273	0.05882	0.025	0.03704	0.02083	0.02703	0.04	0.03125	0.16667	0.02632	0.02778	0.03846	0.02632	0.02273	0.01818	0.02778	0.03704	0.025	0.02083	0.04545	0.02778	0.04545	0.05263	0.01923	0.01818	0.02381	0.02439	0.03226	0.02778	0.04348	0.0303	0.02128	0.01754	0.02703	0.02128	0.04167	0.09091	0.03226
D00129	0.05556	0.05556	0.02326	0.03846	0.05263	0.02778	0.02326	1.0	0.05	0.04	0.04	0.08333	0.1	0.01563	0.05	0.01852	0.07143	0.02326	0.02381	0.04348	0.02778	0.04762	0.04348	0.01852	0.02381	0.01786	0.01724	0.04167	0.01724	0.01667	0.01235	0.03333	0.01695	0.01724	0.16667	0.04167	0.05	0.04167	0.04	0.01471	0.01587	0.01724	0.03704	0.01754	0.04167	0.04348	0.04762	0.04	0.01299	0.04762	0.01408	0.04167	0.02857	0.02326
D00143	0.07692	0.2	0.03846	0.11111	0.125	0.02703	0.03846	0.05	1.0	0.05556	0.125	0.04	0.04762	0.0137	0.05263	0.02128	0.04	0.03125	0.02128	0.1	0.02703	0.05	0.125	0.02041	0.04	0.01818	0.01818	0.04762	0.01818	0.01639	0.01351	0.03704	0.02083	0.01754	0.04348	0.14286	0.05263	0.14286	0.07143	0.01449	0.01471	0.01695	0.03846	0.02	0.03448	0.125	0.0625	0.03333	0.01351	0.05556	0.01515	0.11111	0.04545	0.03125
D00163	0.0625	0.04545	0.02439	0.03846	0.05882	0.02	0.02439	0.04	0.05556	1.0	0.04	0.03125	0.03333	0.01515	0.05	0.01724	0.03333	0.02326	0.01724	0.04762	0.02	0.04348	0.05263	0.01563	0.025	0.01563	0.01471	0.03333	0.01515	0.01429	0.01149	0.03333	0.01587	0.01389	0.04167	0.04167	0.04545	0.04167	0.03448	0.01282	0.01299	0.01471	0.03704	0.01587	0.03125	0.04	0.05263	0.03226	0.01205	0.04762	0.01333	0.04167	0.0303	0.02128
