data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00040	1.0	0.409226	0.211712	0.297447	0.301688	0.034483	0.248826	0.183228	0.711342	0.442507	0.257143	0.275294	0.370142	0.095371	0.241288	0.0	0.332569	0.17029	0.0	0.327193	0.033333	0.249887	0.415975	0.0	0.225641	0.011494	0.0	0.198936	0.022989	0.0	0.0	0.22646	0.0	0.0	0.223993	0.258974	0.200397	0.258974	0.242456	0.0	0.0	0.0	0.212088	0.011765	0.166007	0.35034	0.229252	0.232686	0.0	0.253933	0.0	0.254881	0.207843	0.0	
D00066	0.409226	1.0	0.258974	0.472727	0.434848	0.0	0.219192	0.138095	0.575758	0.414872	0.405208	0.163566	0.193249	0.070675	0.323111	0.026455	0.182937	0.202811	0.008547	0.501075	0.0	0.353991	0.527044	0.015625	0.207306	0.025641	0.0	0.35671	0.008333	0.01087	0.0	0.283529	0.011494	0.0	0.12961	0.402976	0.236	0.402976	0.361353	0.007326	0.026667	0.007576	0.327632	0.008658	0.19529	0.680769	0.291324	0.362835	0.006231	0.385333	0.007326	0.277626	0.191561	0.0	
D00067	0.211712	0.258974	1.0	0.350794	0.261603	0.0	0.821277	0.149084	0.21831	0.189858	0.364734	0.164074	0.172619	0.045747	0.171536	0.0	0.157303	0.630769	0.0	0.260684	0.0	0.190196	0.196517	0.0	0.728395	0.0	0.03125	0.213483	0.0	0.0	0.011111	0.171088	0.0	0.028986	0.128866	0.363285	0.14902	0.363285	0.36713	0.0	0.0	0.0	0.16413	0.012658	0.331395	0.223744	0.192917	0.182201	0.009174	0.203704	0.08046	0.340183	0.532308	0.0	
D00075	0.297447	0.472727	0.350794	1.0	0.602151	0.0	0.424444	0.18046	0.347917	0.296512	0.630409	0.215294	0.222785	0.05334	0.261044	0.030769	0.219449	0.27284	0.0125	0.405797	0.0	0.341553	0.310383	0.010101	0.34902	0.020833	0.0	0.33125	0.012195	0.007092	0.0	0.263736	0.016667	0.0	0.145035	0.627903	0.228692	0.627903	0.601093	0.010753	0.029412	0.011111	0.302058	0.012658	0.27603	0.462778	0.260965	0.252577	0.009174	0.284337	0.010753	0.410784	0.362557	0.0	
D00088	0.301688	0.434848	0.261603	0.602151	1.0	0.0	0.255556	0.201031	0.365753	0.31519	0.499531	0.210653	0.224908	0.077704	0.32809	0.016878	0.217193	0.213058	0.007092	0.441558	0.0	0.296169	0.344286	0.0125	0.288618	0.028674	0.0	0.355056	0.017544	0.009259	0.0	0.278333	0.009009	0.0	0.177069	0.497653	0.208333	0.497653	0.405907	0.015723	0.020115	0.00641	0.27491	0.007168	0.219231	0.387671	0.211852	0.264151	0.013661	0.319565	0.006231	0.385	0.226374	0.0	
D00094	0.034483	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.021978	0.0	0.009804	0.032258	0.043981	0.009709	0.0	0.009901	0.0	0.031532	0.0	0.822222	0.0	0.0	0.032787	0.0	0.0	0.0	0.0	0.012821	0.066667	0.023529	0.0	0.0	0.0	0.018868	0.0	0.024823	0.0	0.0	0.0	0.013468	0.023529	0.0	0.0	0.009009	0.0	0.0	0.008403	0.0	0.0	0.011236	0.0	0.0	0.045455	
D00105	0.248826	0.219192	0.821277	0.424444	0.255556	0.0	1.0	0.173106	0.25098	0.227735	0.389055	0.183712	0.179675	0.046396	0.142857	0.0	0.182337	0.523529	0.0	0.211667	0.0	0.20813	0.212308	0.0	0.80915	0.0	0.031746	0.168498	0.0	0.0	0.011236	0.156566	0.0	0.029412	0.150709	0.387065	0.178049	0.387065	0.431884	0.0	0.0	0.0	0.187037	0.012821	0.391463	0.265238	0.187083	0.157143	0.009259	0.155072	0.081395	0.353052	0.639344	0.0	
D00129	0.183228	0.138095	0.149084	0.18046	0.201031	0.0	0.173106	1.0	0.177543	0.258801	0.179861	0.473896	0.517105	0.063958	0.119697	0.04878	0.382375	0.124465	0.020408	0.149	0.019231	0.137778	0.13023	0.0	0.16386	0.052083	0.0	0.109649	0.009901	0.0	0.0	0.105602	0.0	0.011111	0.613443	0.178472	0.107165	0.178472	0.167657	0.0	0.0	0.0	0.119643	0.053191	0.187713	0.146809	0.088571	0.126558	0.0	0.16055	0.0	0.198969	0.149346	0.014706	
D00143	0.711342	0.575758	0.21831	0.347917	0.365753	0.0	0.25098	0.177543	1.0	0.517989	0.305023	0.21124	0.243882	0.088265	0.270325	0.014706	0.256911	0.174157	0.012195	0.405714	0.0	0.264135	0.516667	0.009804	0.237333	0.008032	0.0	0.226217	0.011905	0.006944	0.0	0.25348	0.016129	0.0	0.219288	0.303066	0.256838	0.303066	0.271795	0.010526	0.009434	0.01087	0.259438	0.012346	0.181787	0.498361	0.253586	0.303901	0.009009	0.308434	0.010526	0.255556	0.223045	0.0	
D00163	0.442507	0.414872	0.189858	0.296512	0.31519	0.021978	0.227735	0.258801	0.517989	1.0	0.261667	0.17957	0.208915	0.093151	0.278161	0.0	0.216479	0.16616	0.0	0.331416	0.021277	0.234866	0.387692	0.0	0.208877	0.0	0.0	0.196491	0.0	0.019608	0.030928	0.243254	0.0	0.0	0.235183	0.259881	0.26627	0.259881	0.24549	0.009804	0.027273	0.0	0.251693	0.0	0.213131	0.377465	0.21938	0.283524	0.0	0.279259	0.0	0.240562	0.191504	0.072727	
D00182	0.257143	0.405208	0.364734	0.630409	0.499531	0.0	0.389055	0.179861	0.305023	0.261667	1.0	0.188421	0.198502	0.067111	0.27197	0.027397	0.195341	0.289272	0.011364	0.455556	0.0	0.402597	0.337313	0.009009	0.527273	0.018939	0.0	0.335271	0.011111	0.006536	0.0	0.249306	0.014706	0.0	0.147295	0.997253	0.255556	0.997253	0.650256	0.009901	0.027273	0.010204	0.322353	0.011494	0.25102	0.477273	0.28875	0.233981	0.008547	0.285185	0.009901	0.661458	0.338333	0.0	
D00187	0.275294	0.163566	0.164074	0.215294	0.210653	0.009804	0.183712	0.473896	0.21124	0.17957	0.188421	1.0	0.734328	0.089621	0.162037	0.0	0.744333	0.136728	0.040351	0.190034	0.029126	0.168954	0.148062	0.0	0.165965	0.01	0.0	0.142424	0.009901	0.00885	0.0	0.139601	0.0	0.011111	0.425896	0.187018	0.111526	0.187018	0.183	0.0	0.0	0.0	0.139394	0.010204	0.140171	0.189377	0.130033	0.135501	0.0	0.179938	0.0	0.223509	0.158497	0.0	
D00188	0.370142	0.193249	0.172619	0.222785	0.224908	0.032258	0.179675	0.517105	0.243882	0.208915	0.198502	0.734328	1.0	0.078667	0.152941	0.0	0.535111	0.142157	0.021978	0.206593	0.053191	0.177083	0.176371	0.0	0.170037	0.010753	0.0	0.156958	0.021505	0.0	0.0	0.131532	0.0	0.012048	0.39773	0.196897	0.125926	0.196897	0.183688	0.0	0.0	0.0	0.138462	0.010989	0.150909	0.201961	0.137544	0.14188	0.0	0.20297	0.0	0.235955	0.153472	0.0	
D00211	0.095371	0.070675	0.045747	0.05334	0.077704	0.043981	0.046396	0.063958	0.088265	0.093151	0.067111	0.089621	0.078667	1.0	0.094931	0.030769	0.09697	0.037398	0.032634	0.094407	0.047619	0.082237	0.059456	0.041667	0.06509	0.037296	0.006015	0.044711	0.006711	0.029724	0.006369	0.085801	0.021333	0.005797	0.072529	0.067111	0.118851	0.067111	0.042917	0.016878	0.011765	0.04415	0.09616	0.018519	0.045487	0.092671	0.124809	0.090028	0.023121	0.089099	0.026709	0.067325	0.045449	0.0	
D00246	0.241288	0.323111	0.171536	0.261044	0.32809	0.009709	0.142857	0.119697	0.270325	0.278161	0.27197	0.162037	0.152941	0.094931	1.0	0.015686	0.150132	0.142679	0.006667	0.459829	0.009434	0.251579	0.216049	0.011628	0.17305	0.037415	0.0	0.201923	0.016502	0.008772	0.0	0.568235	0.008333	0.0	0.123434	0.27197	0.258156	0.27197	0.219931	0.024024	0.019126	0.006061	0.301736	0.006734	0.09697	0.317695	0.242391	0.48172	0.020997	0.538956	0.014881	0.229787	0.13141	0.0	
D00279	0.0	0.026455	0.0	0.030769	0.016878	0.0	0.0	0.04878	0.014706	0.0	0.027397	0.0	0.0	0.030769	0.015686	1.0	0.0	0.0	0.071429	0.025974	0.0	0.01875	0.015873	0.037879	0.0	0.5	0.030303	0.047059	0.050847	0.062802	0.022059	0.03442	0.176471	0.027211	0.05814	0.027397	0.025641	0.027397	0.04386	0.033333	0.084416	0.044776	0.041667	0.173333	0.010638	0.024155	0.012987	0.014851	0.025194	0.052941	0.048309	0.0	0.025641	0.0	
D00299	0.332569	0.182937	0.157303	0.219449	0.217193	0.009901	0.182337	0.382375	0.256911	0.216479	0.195341	0.744333	0.535111	0.09697	0.150132	0.0	1.0	0.130841	0.04078	0.189123	0.029412	0.200337	0.195528	0.0	0.1681	0.010101	0.0	0.13303	0.01	0.008929	0.0	0.125763	0.0	0.011236	0.418615	0.193804	0.126282	0.193804	0.18586	0.0	0.0	0.0	0.16057	0.010309	0.128736	0.213636	0.121924	0.125048	0.0	0.16358	0.0	0.205263	0.15681	0.0	
D00312	0.17029	0.202811	0.630769	0.27284	0.213058	0.0	0.523529	0.124465	0.174157	0.16616	0.289272	0.136728	0.142157	0.037398	0.142679	0.0	0.130841	1.0	0.0	0.211806	0.0	0.156958	0.154902	0.0	0.484444	0.0	0.0	0.17757	0.020202	0.008929	0.018692	0.14454	0.0	0.0	0.108696	0.288123	0.122977	0.288123	0.293704	0.009009	0.008197	0.018692	0.137273	0.010309	0.238318	0.179487	0.157483	0.155096	0.032258	0.169753	0.037037	0.272894	0.416867	0.0	
D00316	0.0	0.008547	0.0	0.0125	0.007092	0.031532	0.0	0.020408	0.012195	0.0	0.011364	0.040351	0.021978	0.032634	0.006667	0.071429	0.04078	0.0	1.0	0.01087	0.030303	0.005263	0.012987	0.011299	0.0	0.022831	0.0	0.009804	0.013333	0.063008	0.059072	0.013889	0.08	0.026455	0.026144	0.011364	0.010753	0.011364	0.018116	0.011628	0.020833	0.012048	0.025253	0.073529	0.0	0.007937	0.010989	0.00431	0.016502	0.035	0.023529	0.0	0.032967	0.0	
D00327	0.327193	0.501075	0.260684	0.405797	0.441558	0.0	0.211667	0.149	0.405714	0.331416	0.455556	0.190034	0.206593	0.094407	0.459829	0.025974	0.189123	0.211806	0.01087	1.0	0.0	0.298795	0.411111	0.008547	0.292181	0.018116	0.0	0.363218	0.010638	0.006289	0.0	0.423372	0.013889	0.0	0.14127	0.453704	0.20412	0.453704	0.302008	0.009524	0.026316	0.009804	0.283521	0.010989	0.14697	0.460294	0.28996	0.503788	0.008264	0.48875	0.009524	0.326829	0.192832	0.0	
D00348	0.033333	0.0	0.0	0.0	0.0	0.822222	0.0	0.019231	0.0	0.021277	0.0	0.029126	0.053191	0.047619	0.009434	0.0	0.029412	0.0	0.030303	0.0	1.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.012346	0.044444	0.022727	0.0	0.0	0.0	0.037383	0.0	0.024055	0.0	0.0	0.0	0.013072	0.022727	0.0	0.0	0.008772	0.0	0.0	0.008197	0.0	0.0	0.01087	0.0	0.0	0.042553	
D00443	0.249887	0.353991	0.190196	0.341553	0.296169	0.0	0.20813	0.137778	0.264135	0.234866	0.402597	0.168954	0.177083	0.082237	0.251579	0.01875	0.200337	0.156958	0.005263	0.298795	0.0	1.0	0.247111	0.009877	0.234109	0.018947	0.0	0.184641	0.005155	0.007339	0.0	0.223718	0.006667	0.0	0.120463	0.400742	0.220072	0.400742	0.324314	0.00463	0.021368	0.004762	0.670833	0.005319	0.155556	0.40274	0.282353	0.233333	0.004032	0.273684	0.00463	0.29845	0.184912	0.0	
D00462	0.415975	0.527044	0.196517	0.310383	0.344286	0.0	0.212308	0.13023	0.516667	0.387692	0.337313	0.148062	0.176371	0.059456	0.216049	0.015873	0.195528	0.154902	0.012987	0.411111	0.0	0.247111	1.0	0.010582	0.25314	0.008547	0.0	0.280658	0.012658	0.007326	0.0	0.187546	0.017544	0.0	0.122163	0.335181	0.201732	0.335181	0.248	0.011111	0.009901	0.011494	0.191968	0.013158	0.155674	0.423333	0.269369	0.22	0.009434	0.273333	0.011111	0.294836	0.189744	0.0	
D00506	0.0	0.015625	0.0	0.010101	0.0125	0.032787	0.0	0.0	0.009804	0.0	0.009009	0.0	0.0	0.041667	0.011628	0.037879	0.0	0.0	0.011299	0.008547	0.03125	0.009877	0.010582	1.0	0.0	0.083333	0.030303	0.031008	0.039548	0.15873	0.037879	0.052747	0.133333	0.013333	0.0	0.009009	0.008439	0.009009	0.066667	0.074627	0.053419	0.175141	0.009195	0.080247	0.0	0.014286	0.008658	0.007843	0.021318	0.008989	0.063725	0.0	0.017094	0.0	
D00554	0.225641	0.207306	0.728395	0.34902	0.288618	0.0	0.80915	0.16386	0.237333	0.208877	0.527273	0.165965	0.170037	0.06509	0.17305	0.0	0.1681	0.484444	0.0	0.292181	0.0	0.234109	0.25314	0.0	1.0	0.0	0.028571	0.2	0.0	0.0	0.010417	0.174183	0.0	0.026667	0.143564	0.525253	0.193798	0.525253	0.364502	0.0	0.0	0.0	0.192553	0.011765	0.346296	0.292342	0.222358	0.166055	0.008696	0.1875	0.075269	0.482857	0.540097	0.0	
D00565	0.011494	0.025641	0.0	0.020833	0.028674	0.0	0.0	0.052083	0.008032	0.0	0.018939	0.01	0.010753	0.037296	0.037415	0.5	0.010101	0.0	0.022831	0.018116	0.0	0.018947	0.008547	0.083333	0.0	1.0	0.045977	0.084211	0.085714	0.068273	0.060759	0.090429	0.148936	0.03125	0.049505	0.018939	0.017921	0.018939	0.03663	0.134199	0.168254	0.090909	0.028	0.182796	0.009174	0.02381	0.007246	0.015517	0.112545	0.037624	0.153509	0.0	0.017921	0.0	
D00577	0.0	0.0	0.03125	0.0	0.0	0.0	0.031746	0.0	0.0	0.0	0.0	0.0	0.0	0.006015	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303	0.028571	0.045977	1.0	0.035294	0.022222	0.106061	0.021569	0.014184	0.054054	0.243902	0.0	0.0	0.0	0.0	0.008439	0.05314	0.052321	0.029851	0.0	0.060606	0.021739	0.0	0.0	0.0	0.032558	0.0	0.080808	0.0	0.0	0.0	
D00585	0.198936	0.35671	0.213483	0.33125	0.355056	0.0	0.168498	0.109649	0.226217	0.196491	0.335271	0.142424	0.156958	0.044711	0.201923	0.047059	0.13303	0.17757	0.009804	0.363218	0.0	0.184641	0.280658	0.031008	0.2	0.084211	0.035294	1.0	0.039604	0.029499	0.045171	0.217718	0.050633	0.014493	0.102841	0.334109	0.133333	0.334109	0.270609	0.029762	0.081197	0.046296	0.174383	0.04811	0.167816	0.260536	0.171667	0.196078	0.049333	0.245192	0.067901	0.218213	0.157051	0.0	
D00586	0.022989	0.008333	0.0	0.012195	0.017544	0.012821	0.0	0.009901	0.011905	0.0	0.011111	0.009901	0.021505	0.006711	0.016502	0.050847	0.01	0.020202	0.013333	0.010638	0.012346	0.005155	0.012658	0.039548	0.0	0.085714	0.022222	0.039604	1.0	0.03876	0.03012	0.022936	0.056604	0.020513	0.009434	0.011111	0.010526	0.011111	0.01773	0.239437	0.047368	0.535714	0.004854	0.051643	0.047619	0.007752	0.010753	0.004237	0.108156	0.024272	0.039216	0.0	0.021277	0.0	
D00596	0.0	0.01087	0.0	0.007092	0.009259	0.066667	0.0	0.0	0.006944	0.019608	0.006536	0.00885	0.0	0.029724	0.008772	0.062802	0.008929	0.008929	0.063008	0.006289	0.044444	0.007339	0.007326	0.15873	0.0	0.068273	0.106061	0.029499	0.03876	1.0	0.048029	0.028889	0.068783	0.044444	0.0	0.006536	0.006231	0.006536	0.035256	0.067376	0.127211	0.069597	0.015789	0.056911	0.0	0.010204	0.006349	0.006154	0.075309	0.015517	0.045139	0.0	0.025397	0.036364	
D00627	0.0	0.0	0.011111	0.0	0.0	0.023529	0.011236	0.0	0.0	0.030928	0.0	0.0	0.0	0.006369	0.0	0.022059	0.0	0.018692	0.059072	0.0	0.022727	0.0	0.0	0.037879	0.010417	0.060759	0.021569	0.045171	0.03012	0.048029	1.0	0.004202	0.024194	0.020091	0.0	0.0	0.0	0.0	0.035354	0.015439	0.111111	0.027473	0.0	0.035	0.008475	0.0	0.0	0.0	0.098039	0.0	0.088636	0.0	0.009709	0.039216	
D00690	0.22646	0.283529	0.171088	0.263736	0.278333	0.0	0.156566	0.105602	0.25348	0.243254	0.249306	0.139601	0.131532	0.085801	0.568235	0.03442	0.125763	0.14454	0.013889	0.423372	0.0	0.223718	0.187546	0.052747	0.174183	0.090429	0.014184	0.217718	0.022936	0.028889	0.004202	1.0	0.078313	0.006667	0.109756	0.249306	0.231373	0.249306	0.235922	0.062319	0.036458	0.03913	0.276101	0.060458	0.098205	0.274444	0.266327	0.440705	0.022222	0.440143	0.04416	0.201618	0.163636	0.0	
D00730	0.0	0.011494	0.0	0.016667	0.009009	0.0	0.0	0.0	0.016129	0.0	0.014706	0.0	0.0	0.021333	0.008333	0.176471	0.0	0.0	0.08	0.013889	0.0	0.006667	0.017544	0.133333	0.0	0.148936	0.054054	0.050633	0.056604	0.068783	0.024194	0.078313	1.0	0.031008	0.0	0.014706	0.013699	0.014706	0.037559	0.105556	0.061644	0.103448	0.031646	0.224806	0.0	0.010417	0.014085	0.005208	0.027083	0.04375	0.105556	0.0	0.027778	0.0	
