data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00040	1.0	0.8556	0.75291	0.84832	0.83306	0.36923	0.68345	0.62329	0.89079	0.89761	0.79079	0.67036	0.67359	0.59582	0.75967	0.35124	0.69707	0.5315	0.30964	0.77333	0.36923	0.60071	0.89166	0.24062	0.63689	0.26525	0.33609	0.62139	0.24043	0.26556	0.31885	0.64333	0.30382	0.30579	0.63273	0.79297	0.68684	0.79297	0.74228	0.16678	0.20171	0.1998	0.66269	0.34813	0.58313	0.8456	0.77932	0.67507	0.29333	0.80578	0.28741	0.82536	0.73683	0.28109
D00066	0.8556	1.0	0.78949	0.955	0.92445	0.43923	0.76694	0.68972	0.9612	0.82667	0.88869	0.66865	0.69746	0.5914	0.78935	0.32742	0.66636	0.60087	0.37376	0.8278	0.43923	0.67093	0.91731	0.32593	0.71385	0.29864	0.3153	0.70288	0.27231	0.30704	0.30183	0.69544	0.30705	0.34257	0.66647	0.89091	0.76469	0.89091	0.85051	0.21595	0.25476	0.25488	0.72143	0.3335	0.56113	0.98571	0.83291	0.71291	0.34303	0.87175	0.2673	0.85849	0.74675	0.28649
D00067	0.75291	0.78949	1.0	0.82709	0.72314	0.32792	0.886	0.512	0.78829	0.72924	0.73948	0.49589	0.53286	0.57142	0.62211	0.46667	0.49079	0.63587	0.40554	0.70961	0.32792	0.51259	0.81442	0.36944	0.801	0.35556	0.42424	0.71636	0.3444	0.33416	0.37271	0.66508	0.46569	0.39394	0.49277	0.73759	0.58444	0.73759	0.82218	0.23333	0.25723	0.30444	0.54459	0.42488	0.6191	0.7804	0.65684	0.55661	0.34677	0.68444	0.34011	0.70803	0.83669	0.32035
D00075	0.84832	0.955	0.82709	1.0	0.88159	0.40458	0.78939	0.64816	0.9562	0.82051	0.88858	0.62688	0.65352	0.56707	0.75239	0.32848	0.62363	0.57796	0.3469	0.82964	0.40458	0.63395	0.91897	0.29556	0.70123	0.3064	0.31636	0.66993	0.27741	0.28481	0.30296	0.66429	0.34028	0.34667	0.62603	0.88636	0.72512	0.88636	0.8096	0.19644	0.23157	0.23422	0.68075	0.33498	0.55897	0.94167	0.79398	0.67812	0.32286	0.83227	0.26852	0.85395	0.74891	0.32476
D00088	0.83306	0.92445	0.72314	0.88159	1.0	0.42137	0.70031	0.70127	0.90103	0.88124	0.82001	0.65263	0.65972	0.63574	0.85551	0.32576	0.66571	0.62643	0.39126	0.85298	0.42137	0.72016	0.895	0.30093	0.65099	0.34006	0.27922	0.68332	0.28083	0.35268	0.27131	0.75615	0.25229	0.30649	0.6925	0.82223	0.81794	0.82223	0.81624	0.24444	0.30339	0.28091	0.7942	0.30515	0.56858	0.91016	0.88283	0.77641	0.37276	0.94258	0.28544	0.79847	0.73891	0.22696
D00094	0.36923	0.43923	0.32792	0.40458	0.42137	1.0	0.30195	0.48669	0.42256	0.38615	0.38636	0.49583	0.46749	0.28484	0.37254	0.57269	0.47917	0.25847	0.75618	0.39091	1.0	0.42848	0.38101	0.47784	0.29779	0.53968	0.55047	0.32797	0.32121	0.37299	0.34368	0.32055	0.46531	0.58618	0.47722	0.38415	0.46768	0.38415	0.35081	0.31282	0.46255	0.29371	0.45758	0.35079	0.2826	0.45256	0.38567	0.33517	0.31027	0.41717	0.29127	0.35173	0.32446	0.50159
D00105	0.68345	0.76694	0.886	0.78939	0.70031	0.30195	1.0	0.48909	0.74995	0.65801	0.70492	0.48207	0.51049	0.56893	0.6089	0.37576	0.4671	0.60029	0.37524	0.65099	0.30195	0.5	0.74614	0.32778	0.87093	0.29495	0.33333	0.67546	0.29361	0.31035	0.29578	0.65775	0.38235	0.33333	0.46908	0.70303	0.57071	0.70303	0.79927	0.2	0.22389	0.26476	0.53054	0.35345	0.56125	0.76694	0.63558	0.54929	0.31344	0.67677	0.26868	0.67347	0.77452	0.22944
D00129	0.62329	0.68972	0.512	0.64816	0.70127	0.48669	0.48909	1.0	0.67314	0.63933	0.60666	0.90601	0.88725	0.44369	0.6372	0.37003	0.90288	0.4388	0.46549	0.62726	0.48669	0.68008	0.64714	0.40303	0.45628	0.4486	0.38485	0.56063	0.32325	0.40317	0.34955	0.58526	0.27792	0.41818	0.96941	0.60884	0.74709	0.60884	0.68561	0.30544	0.36855	0.35215	0.69752	0.38671	0.61152	0.67544	0.66338	0.63645	0.32483	0.67698	0.34008	0.58365	0.54478	0.29124
D00143	0.89079	0.9612	0.78829	0.9562	0.90103	0.42256	0.74995	0.67314	1.0	0.86094	0.88978	0.65302	0.65877	0.59324	0.78906	0.34257	0.66496	0.57526	0.35753	0.84324	0.42256	0.65051	0.93056	0.30926	0.69861	0.31682	0.33045	0.67343	0.28194	0.29429	0.31465	0.67765	0.32094	0.36075	0.66508	0.892	0.74222	0.892	0.83543	0.20262	0.23889	0.23785	0.69889	0.3454	0.57658	0.94786	0.83182	0.69351	0.3297	0.85048	0.2792	0.85958	0.74506	0.30315
D00163	0.89761	0.82667	0.72924	0.82051	0.88124	0.38615	0.65801	0.63933	0.86094	1.0	0.76446	0.5909	0.57301	0.63839	0.79516	0.37691	0.61704	0.54933	0.35717	0.80017	0.38615	0.64842	0.89811	0.26448	0.6138	0.33333	0.32929	0.61724	0.26902	0.31113	0.31337	0.6827	0.29858	0.29899	0.6479	0.76667	0.73902	0.76667	0.74785	0.21556	0.25148	0.24462	0.70646	0.3436	0.59787	0.81667	0.82661	0.70054	0.3432	0.84599	0.3254	0.74453	0.74239	0.28
