data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00040	1.0	0.066667	0.03125	0.058824	0.058824	0.03125	0.032258	0.076923	0.083333	0.083333	0.0625	0.083333	0.090909	0.018182	0.066667	0.021277	0.111111	0.027027	0.02381	0.058824	0.03125	0.052632	0.066667	0.018868	0.033333	0.017544	0.018868	0.041667	0.017544	0.016667	0.013514	0.04	0.02	0.018519	0.083333	0.066667	0.055556	0.066667	0.045455	0.014085	0.014925	0.016393	0.05	0.02	0.04	0.0625	0.076923	0.05	0.013333	0.052632	0.015385	0.076923	0.04	0.029412	
D00066	0.066667	1.0	0.045455	0.2	0.142857	0.05	0.047619	0.066667	0.25	0.055556	0.25	0.0625	0.076923	0.015873	0.058824	0.025641	0.058824	0.04	0.033333	0.111111	0.05	0.066667	0.142857	0.025641	0.05	0.021277	0.022222	0.0625	0.021277	0.020833	0.015152	0.047619	0.025	0.022727	0.055556	0.333333	0.071429	0.333333	0.1	0.016949	0.018182	0.020408	0.055556	0.02381	0.034483	0.5	0.090909	0.041667	0.015873	0.066667	0.017544	0.2	0.058824	0.041667	
D00067	0.03125	0.045455	1.0	0.055556	0.035714	0.030303	0.25	0.027778	0.043478	0.028571	0.047619	0.027027	0.03125	0.013889	0.026316	0.05	0.026316	0.071429	0.04	0.041667	0.030303	0.027778	0.05	0.041667	0.142857	0.033333	0.038462	0.047619	0.033333	0.030303	0.021277	0.029412	0.052632	0.037037	0.025641	0.045455	0.028571	0.045455	0.052632	0.022727	0.022727	0.029412	0.025641	0.043478	0.029412	0.043478	0.03125	0.022222	0.020833	0.027778	0.026316	0.041667	0.083333	0.043478	
D00075	0.058824	0.2	0.055556	1.0	0.090909	0.045455	0.058824	0.052632	0.166667	0.05	0.25	0.05	0.058824	0.014925	0.047619	0.027027	0.047619	0.04	0.033333	0.111111	0.045455	0.052632	0.2	0.025641	0.055556	0.022222	0.023256	0.05	0.022222	0.020833	0.015625	0.04	0.027778	0.02381	0.045455	0.2	0.055556	0.2	0.071429	0.016949	0.018182	0.020408	0.045455	0.025	0.032258	0.166667	0.066667	0.035714	0.015873	0.052632	0.018182	0.142857	0.066667	0.05	
D00088	0.058824	0.142857	0.035714	0.090909	1.0	0.045455	0.037037	0.066667	0.125	0.071429	0.1	0.055556	0.058824	0.017544	0.090909	0.02439	0.058824	0.043478	0.033333	0.142857	0.045455	0.090909	0.111111	0.023256	0.038462	0.022222	0.020408	0.055556	0.021277	0.022727	0.014286	0.066667	0.021739	0.020833	0.0625	0.111111	0.1	0.111111	0.071429	0.017544	0.019608	0.021277	0.083333	0.021739	0.034483	0.125	0.142857	0.055556	0.016393	0.111111	0.017544	0.090909	0.052632	0.033333	
D00094	0.03125	0.05	0.030303	0.045455	0.045455	1.0	0.027778	0.038462	0.043478	0.030303	0.047619	0.04	0.041667	0.013889	0.033333	0.035714	0.035714	0.026316	0.076923	0.05	1.0	0.038462	0.041667	0.033333	0.030303	0.029412	0.029412	0.037037	0.026316	0.030303	0.017544	0.03125	0.032258	0.030303	0.034483	0.045455	0.04	0.045455	0.034483	0.021739	0.025	0.025	0.034483	0.030303	0.02381	0.052632	0.038462	0.028571	0.018519	0.038462	0.020833	0.041667	0.033333	0.066667	
D00105	0.032258	0.047619	0.25	0.058824	0.037037	0.027778	1.0	0.028571	0.045455	0.029412	0.05	0.027778	0.032258	0.014085	0.027027	0.043478	0.027027	0.066667	0.035714	0.04	0.027778	0.028571	0.052632	0.037037	0.166667	0.030303	0.034483	0.045455	0.030303	0.027778	0.02	0.030303	0.045455	0.033333	0.026316	0.047619	0.029412	0.047619	0.055556	0.021277	0.021277	0.027027	0.026316	0.038462	0.030303	0.045455	0.032258	0.022727	0.019608	0.028571	0.02439	0.043478	0.090909	0.038462	
D00129	0.076923	0.066667	0.027778	0.052632	0.066667	0.038462	0.028571	1.0	0.0625	0.055556	0.055556	0.166667	0.142857	0.018182	0.076923	0.022222	0.142857	0.028571	0.03125	0.058824	0.038462	0.076923	0.052632	0.022222	0.029412	0.021277	0.019608	0.05	0.020408	0.02	0.013889	0.047619	0.02	0.02	0.25	0.058824	0.083333	0.058824	0.055556	0.016949	0.018182	0.020408	0.0625	0.020833	0.052632	0.0625	0.090909	0.0625	0.014925	0.066667	0.016393	0.058824	0.037037	0.029412	
D00143	0.083333	0.25	0.043478	0.166667	0.125	0.043478	0.045455	0.0625	1.0	0.066667	0.2	0.058824	0.0625	0.016129	0.0625	0.025	0.0625	0.035714	0.030303	0.125	0.043478	0.0625	0.166667	0.02381	0.047619	0.020833	0.021739	0.052632	0.020833	0.019608	0.014925	0.045455	0.02439	0.022222	0.058824	0.25	0.066667	0.25	0.090909	0.016129	0.017241	0.019231	0.052632	0.023256	0.035714	0.2	0.1	0.04	0.015152	0.0625	0.017241	0.166667	0.055556	0.04	
D00163	0.083333	0.055556	0.028571	0.05	0.071429	0.030303	0.029412	0.055556	0.066667	1.0	0.052632	0.047619	0.045455	0.019231	0.071429	0.020833	0.055556	0.027778	0.02439	0.0625	0.030303	0.0625	0.0625	0.018519	0.030303	0.018519	0.017857	0.04	0.017857	0.017544	0.012987	0.045455	0.018868	0.017544	0.058824	0.055556	0.066667	0.055556	0.043478	0.014706	0.015625	0.017241	0.058824	0.018868	0.035714	0.052632	0.1	0.043478	0.013889	0.0625	0.015625	0.055556	0.038462	0.027027	
