data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00040	1.0	0.837996	0.742575	0.852769	0.844213	0.263738	0.699183	0.594838	0.892325	0.878777	0.803745	0.650278	0.637377	0.549292	0.777106	0.297203	0.612704	0.519109	0.227071	0.799654	0.263738	0.631922	0.860471	0.206246	0.658147	0.224442	0.264069	0.631134	0.212143	0.195676	0.27634	0.658571	0.260417	0.224242	0.595105	0.805586	0.706299	0.805586	0.762696	0.147161	0.151283	0.176292	0.655415	0.304617	0.617973	0.850496	0.761071	0.686597	0.244444	0.828894	0.236695	0.832993	0.743813	0.234238	
D00066	0.837996	1.0	0.76327	0.9	0.909264	0.313734	0.731369	0.684402	0.939886	0.808547	0.848124	0.610501	0.64548	0.51994	0.76706	0.277045	0.558111	0.569505	0.274094	0.807286	0.313734	0.656171	0.923514	0.279365	0.688404	0.252697	0.247732	0.735089	0.240271	0.226243	0.261587	0.673469	0.263187	0.251217	0.659526	0.85	0.733074	0.85	0.815812	0.190548	0.191071	0.224896	0.672619	0.291811	0.590012	0.925595	0.774364	0.686569	0.285859	0.842201	0.220129	0.82257	0.7166	0.238739	
D00067	0.742575	0.76327	1.0	0.822923	0.732767	0.240476	0.888156	0.490725	0.787895	0.724742	0.748129	0.503912	0.547244	0.505948	0.628475	0.394872	0.457691	0.641005	0.297395	0.713002	0.240476	0.544125	0.778867	0.316667	0.81514	0.300855	0.333333	0.709735	0.303883	0.246225	0.323012	0.668027	0.39916	0.288889	0.470507	0.746506	0.607348	0.746506	0.818765	0.205882	0.19292	0.268627	0.57619	0.371769	0.647661	0.783417	0.675247	0.575057	0.288977	0.691964	0.28009	0.721168	0.845735	0.271062	
D00075	0.852769	0.9	0.822923	1.0	0.863828	0.288985	0.806406	0.594742	0.925997	0.795884	0.90572	0.636064	0.641168	0.525746	0.768509	0.277949	0.578107	0.570524	0.254392	0.844858	0.288985	0.679277	0.863034	0.253333	0.729623	0.259259	0.248571	0.671082	0.244771	0.209858	0.262564	0.694388	0.291667	0.254222	0.571303	0.903846	0.759032	0.903846	0.838889	0.173333	0.173674	0.206667	0.689516	0.293103	0.594921	0.951389	0.79106	0.708408	0.269048	0.848318	0.221133	0.876423	0.770491	0.270635	
D00088	0.844213	0.909264	0.732767	0.863828	1.0	0.300979	0.698069	0.667645	0.917526	0.881804	0.813086	0.62125	0.642094	0.568076	0.84355	0.275641	0.576701	0.609323	0.286922	0.851665	0.300979	0.718343	0.877146	0.257937	0.655952	0.287739	0.219388	0.695911	0.247788	0.259868	0.235132	0.742515	0.216248	0.224762	0.653904	0.814962	0.799669	0.814962	0.809895	0.215686	0.227541	0.247863	0.751118	0.267009	0.618691	0.887637	0.834921	0.758608	0.310636	0.926221	0.235069	0.794858	0.731313	0.189136	
D00094	0.263738	0.313734	0.240476	0.288985	0.300979	1.0	0.221429	0.407791	0.301829	0.275819	0.283333	0.393056	0.394996	0.30217	0.273199	0.429518	0.424206	0.193849	0.744221	0.286667	0.959184	0.306061	0.272148	0.371652	0.223346	0.404762	0.512851	0.250798	0.271795	0.356145	0.281193	0.240416	0.361905	0.59678	0.389573	0.281707	0.323776	0.281707	0.257263	0.260684	0.403782	0.248521	0.316783	0.292328	0.211949	0.323258	0.282828	0.245791	0.248217	0.29798	0.224054	0.257937	0.243345	0.358277	
D00105	0.699183	0.731369	0.888156	0.806406	0.698069	0.221429	1.0	0.460819	0.740071	0.649084	0.732792	0.507339	0.515385	0.515241	0.630756	0.317949	0.453016	0.600241	0.275172	0.677041	0.221429	0.546939	0.708271	0.280952	0.890786	0.249573	0.261905	0.663175	0.259065	0.228681	0.256345	0.674503	0.327731	0.244444	0.439988	0.731169	0.610379	0.731169	0.814763	0.176471	0.16792	0.233613	0.57712	0.309269	0.584193	0.787413	0.669785	0.581532	0.261199	0.700855	0.221267	0.705831	0.806732	0.194139	
D00129	0.594838	0.684402	0.490725	0.594742	0.667645	0.407791	0.460819	1.0	0.646006	0.602247	0.565949	0.840732	0.864968	0.456033	0.592718	0.277525	0.769185	0.411587	0.379953	0.592056	0.395886	0.611597	0.644652	0.310023	0.436452	0.336447	0.355303	0.573567	0.26264	0.314002	0.27465	0.540434	0.213782	0.355445	0.956498	0.567659	0.656153	0.567659	0.627976	0.248174	0.320395	0.28612	0.594569	0.309369	0.592922	0.61572	0.585851	0.577447	0.252646	0.627592	0.25506	0.54787	0.507253	0.211809	
D00143	0.892325	0.939886	0.787895	0.925997	0.917526	0.301829	0.740071	0.646006	1.0	0.864888	0.872121	0.621555	0.641361	0.536197	0.787328	0.289866	0.57616	0.566686	0.262189	0.843423	0.301829	0.659402	0.906776	0.265079	0.696769	0.268081	0.259637	0.68734	0.248768	0.216844	0.272698	0.675227	0.275092	0.26455	0.632809	0.873997	0.736574	0.873997	0.826134	0.178783	0.179167	0.209863	0.671693	0.302227	0.625625	0.919053	0.791758	0.688462	0.274747	0.849471	0.229933	0.846567	0.736586	0.252628	
D00163	0.878777	0.808547	0.724742	0.795884	0.881804	0.275819	0.649084	0.602247	0.864888	1.0	0.75035	0.558033	0.559655	0.556174	0.775395	0.318926	0.527324	0.53555	0.261922	0.789889	0.275819	0.641903	0.875406	0.226701	0.611831	0.282051	0.25873	0.623834	0.237371	0.229255	0.271589	0.664949	0.255923	0.219259	0.6156	0.752214	0.71686	0.752214	0.736294	0.190196	0.188612	0.215837	0.663721	0.300654	0.629263	0.792677	0.774168	0.678676	0.286001	0.827213	0.267974	0.733485	0.722045	0.233333	
